0.0464399,0.10504,0.0434789,0.188589,0.29081,0.291019,0.236953,0.199406
0.18576,0.234986,0.266232,0.0169599,0.304152,0.161062,0.321899,0.39084
2.69351,0.0428025,0.176948,0.0751165,0.279408,0.170547,0.190514,0.248666
5.29415,0.137077,0.232966,0.219341,0.319549,0.214747,0.0170338,0.239845
7.94122,0.0380182,0.124766,0.12102,0.267444,0.228433,0.182815,0.2227
10.6812,0.233958,0.246039,0.0266267,0.257989,0.116561,0.27602,0.342157
13.3747,0.275338,0.404723,0.214984,0.302404,0.014679,0.205229,0.356984
18.901,0.0491672,0.104963,0.0908737,0.237301,0.209288,0.191294,0.214857
21.9196,0.286172,0.234705,0.214621,0.337944,0.150889,0.186756,0.313362
27.5853,0.202288,0.0306235,0.139384,0.239555,0.210644,0.205474,0.195105
32.7401,0.217766,0.163128,0.154057,0.298717,0.160921,0.120498,0.256294
54.1025,0.244093,0.28235,0.237132,0.302304,0.150186,0.0516566,0.262678
54.4276,0.3063,0.376336,0.176105,0.250126,0.0147936,0.256203,0.320621
